,projectKey,ncloc_java,files,classes,functions,design_issues,java:S104,java:S107,java:S112,java:S133,java:S1104,java:S1113,java:S1118,java:S1130,java:S1133,java:S1160,java:S1161,java:S1165,java:S1166,java:S1182,java:S1185,java:S1188,java:S1194,java:S1199,java:S1210,java:S1217,java:S1220,java:S1221,java:1311,java:S1444,java:S1598,java:S1609,java:S1610,java:S2059,java:S2062,java:S2134,java:S2157,java:S2166,java:S2221,java:S2222,java:S2236,java:S2273,java:S2276,java:S2386,java:S2638,java:S2693,java:S2696,java:S2885,java:S2975,java:S3389,java:S3422
115,apache_sling-org-apache-sling-feature,4664,46,45,319,16,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,apache_sling-org-apache-sling-feature-launcher,1332,17,17,94,13,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,apache_sling-org-apache-sling-feature-analyser,2318,38,36,184,12,0,0,3,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,org.apache.nemo:nemo-project,30007,494,653,3087,189,0,7,165,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,apache_sling-jspc-maven-plugin,1286,8,7,127,11,0,0,4,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,apache_sling-org-apache-sling-commons-threads,1415,19,22,168,8,0,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,apache_sling-org-apache-sling-testing-rules,979,34,33,101,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,apache_sling-org-apache-sling-commons-testing,3407,37,40,603,179,0,1,3,0,0,0,2,160,5,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,apache_sling-slingfeature-maven-plugin,6192,43,54,314,68,0,0,24,0,29,0,6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,apache_sling-org-apache-sling-commons-scheduler,2405,23,27,174,39,0,2,7,0,16,0,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,apache_sling-org-apache-sling-feature-cpconverter,2672,57,52,233,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,apache_sling-org-apache-sling-caconfig-impl,4818,64,82,405,18,0,5,2,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,apache_sling-org-apache-sling-servlets-post,6080,50,65,482,51,0,0,1,0,12,0,1,3,5,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
128,apache_sling-org-apache-sling-validation-core,1836,23,23,142,11,0,1,0,0,2,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,apache_sling-org-apache-sling-feature-extension-apiregions,1416,17,16,89,11,0,0,2,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
